,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
Ё,-0.12681569,-0.15908208,0.06735115,-0.34740618,-0.06472897,-0.2707075,0.0982675,-0.010350662,-0.24222705,-0.61080873,-0.26725304,0.12685567,0.011376045,0.4643595,0.3358196,-0.071464375,0.68597347,0.024119541,-0.08676971,-0.057494033,0.081736036,0.333785,0.17893058,-0.04070231,-0.022560563,0.08644461,-0.37052494,0.039798755,0.2073948,-0.45938757,-0.10454475,0.20797019,0.5540537,0.40889874,0.008498063,-0.029187715,0.030674996,-0.58485615,-0.26909667,-0.22138363,0.030115614,0.09268617,0.07227487,-0.07444078,-0.08330926,-0.4385447,0.16043523,0.28909782,-0.34975433,-0.5495978,0.25639886,0.011415383,-0.13366884,-0.20985779,-0.068746895,-0.2566954,-0.013711995,0.13783097,-0.8787432,0.15723304,-0.092207156,-0.017477304,-0.0045430367,-0.21363051,-0.016692882,-0.22960688,0.17762478,-0.255316,0.14585,-0.1755792,-0.07556456,-0.28099573,0.14771882,-0.06344234,-0.19250259,-0.044293325,0.032305494,-0.102989495,-0.21191716,0.092844315,0.024635943,0.17979924,0.16948737,0.08371243,-0.07060765,-0.044507314,0.091634125,-0.15788977,-0.04096928,0.32697845,0.13400678,-0.21518484,0.20379025,-0.010065655,-0.29061538,-0.13998845,-0.48428348,0.322644,-0.08274287,0.07791154,0.056850504,-0.3397423,0.044093918,-0.1074901,-0.26777786,-0.103356004,-0.30425537,-0.28167516,0.1315368,0.28093135,0.3969368,0.41412273,-0.007855989,0.3009679,-0.22979705,0.11820156,0.2080443,0.44652292,0.09133599,0.068668246,0.16937406,0.14839403,0.09532995,0.29704198,0.19671728,0.24113485,-0.03501637,0.35049126,0.0582429,-0.02508987,-0.2435839,-0.07078402,-0.16592632,0.020781485,-0.049068388,-0.28498122,-0.16798589,-0.05892928,-0.14170359,-0.2775713,0.4747906,-0.24579787,-0.16195756,0.18354389,0.011110917,-0.25148407,0.009874114,0.0029329245,-0.06532412,-0.3139025,0.029873192,0.45988908,-0.2209346,-0.18440849,0.09801836,-0.062416915,-0.32552096,0.31804436,-0.34795016,-0.08842182,0.18111163,-0.07813131,-0.122332565,0.05839125,0.13063534,0.43926296,-0.33162263,-0.019483127,-0.13979816,-0.06372452,0.55342424,0.0056331377,0.16393514,0.11195586,0.2857482,0.13603038,0.12386216,0.4350394,-0.23777096,0.20640847,0.27323538,-0.20595714,-0.015799157,0.0884954,-0.01785111,0.12326255,0.3446401,0.15849824,-0.11215602,0.16671394,-0.039982125,-0.2626628,0.14991161,-0.009115441,0.4180849,0.07916573,-0.45175135,-0.077722676,0.2016508,0.010080514,-0.35651457,0.13219291,-0.23443359,-0.09402345,0.29768676,0.0041166153,0.112058885,-0.20220625,0.08082507,0.110339664,0.041139226,0.6076893,-0.29126373,-0.2583681,-0.0067712716,-0.119499475,0.27219954,0.0035469264,-0.21839324,-0.0032278674,-0.32878366,0.2689971,-0.055344082,-0.02968564,-0.09880065,0.5643903,0.03138375,0.14848731,0.22981144,-0.5560686,0.2144727,-0.3368329,-0.24640839,0.064300336,0.44830623,0.056234445,0.2742381,-0.19768977,0.5575652,0.14891581,0.18199189,0.00086465554,-0.05948494,0.25336257,0.36352244,0.21654746,-0.044506952,0.18406537,-0.07004531,-0.37436795,-0.08852242,0.140433,-0.03788113,-0.118815005,-0.035812814,0.020557526,0.06043855,0.2086299,-0.23792964,0.088993534,-0.010608719,0.22362937,0.14713076,0.41025066,-0.46962115,0.20472372,-0.22659184,-0.19329718,-0.17357172,-0.44955128,0.7010055,-0.18908341,1.7830844,-0.13262415,-0.039767053,0.15016021,-0.10995884,0.24762356,0.14340575,-0.012188275,-0.20209782,0.034054775,0.056901205,-0.09460959,0.3293671,0.0175432,0.13563366,-0.006931876,0.12228412,-0.056115016,-0.3963767,0.15250486,0.04501443,-0.91637504,0.16032772,0.47589305,0.28847128,0.025937438,0.53530365,-0.2057903
А,0.039053734,-0.11976211,-0.066795275,-0.030442944,-0.04611398,0.04991919,0.03626622,0.11320046,-0.059520707,-0.1777937,0.08432711,0.019075207,0.07895951,0.061575554,0.16654703,-0.14450835,0.012591911,0.025458157,-0.107006215,0.034232814,0.1272919,0.03262145,0.04251792,0.05475537,-0.18649954,-0.033837695,0.01749544,0.08674743,0.089250185,0.010622012,-0.1821797,-0.013945704,-0.08153139,0.04884471,-0.03159711,-0.16085303,0.021750122,-1.1675062,-0.20979422,-0.046830803,0.14449674,-0.16468501,-0.00018849994,0.061506096,-0.1841851,0.15981212,-0.031713434,0.050464,-0.23631772,-0.112983875,-0.06641031,0.045247,-0.0044621015,0.098235354,0.16080831,-0.14097211,0.19293146,0.12836044,-0.15195982,0.22973618,-0.40964547,0.07267468,0.21549085,-0.050506264,-0.17666693,0.10704136,0.09165684,-0.07976905,-0.015868261,-0.05216207,-0.16034295,-0.14070104,0.12802882,-0.2260606,-0.06609085,-0.11100449,0.04668074,-0.20865457,0.22389938,0.07983483,-0.1871173,0.02218291,0.10270942,0.017517548,-0.13666621,-0.21086954,0.2036289,0.007828773,-0.049761117,0.09219688,0.03761249,-0.09721545,0.10533111,0.099714555,-0.10014343,-0.041144464,0.013666193,-0.015379342,-0.019446168,-0.0991634,-0.0024154035,-0.1332536,-0.33895087,-0.0850258,-0.10621944,-0.08794735,-0.21642134,0.2083364,0.13979156,-0.08783062,-0.06437589,0.17237806,0.035632297,-0.054525074,-0.08479078,0.0030162653,-0.035710294,0.15907377,-0.07443857,-0.09013148,0.12852962,-0.00046900177,0.10416587,-0.025880001,0.14803681,-0.00991962,0.077101886,-0.034982953,-0.080396295,-0.097427666,-0.03521906,0.10149983,0.036496736,-0.027622035,-0.22277884,0.041164417,-0.16250251,0.058722794,-0.47843662,-0.14520715,0.011324615,0.07028095,-0.011685147,0.1690189,-0.124207094,-0.07012494,0.3349374,0.44426242,-0.02567257,-0.2570124,-0.1014412,-0.054017983,-0.15756358,-0.11247358,0.2179923,-0.25225276,-0.08155993,0.16067615,-0.029222948,-0.12721933,-0.033042658,0.022165297,-0.103358045,-0.13117169,0.15682335,-0.038451165,-0.048569083,0.15006816,-0.0037581732,0.13350473,0.1203552,-0.12333204,-0.12295215,0.116377205,0.24016102,-0.070489675,-0.13652593,0.08268818,0.20772697,-0.066013984,0.019514006,-0.37353086,0.07676395,0.0634856,0.05498099,-0.061273538,0.0039406884,0.09051547,-0.0708382,-0.21279071,-0.28106374,0.016641682,-0.16895501,0.09228628,0.13667107,0.014480087,0.018766142,-0.1551708,0.11437083,0.014923981,-0.18130817,-0.029406713,0.03297569,-0.021686004,0.014405714,0.052416682,-0.033177953,0.0678245,0.1550035,-0.20137091,-0.004356119,0.01727403,-0.22827537,0.04185566,-0.23016036,0.047017377,-0.12124158,0.2204612,-0.0640925,0.02138579,-0.049158487,0.10654363,-0.022704119,-0.048813734,-0.05811347,-0.02119069,-0.03137125,0.05780766,0.020278124,-0.08992311,0.18070392,0.04942697,-0.13591585,-0.0059769363,0.20588104,-0.19080883,0.08109229,-0.12986782,-0.044582203,-0.060572222,0.07812767,0.2398678,0.14041865,0.0227598,0.17838228,-0.017094923,-0.29177967,-0.07332364,-0.020172955,0.05226234,-0.19644473,0.1977922,-0.16517727,-0.26479185,0.05224148,-0.08095175,0.032713898,0.16118728,0.1102832,0.21900536,-0.03321097,0.1589708,0.17183648,-0.18180086,-0.23132129,0.16105945,-0.13269043,-0.047313772,-0.10956404,-0.007784525,0.18047354,-0.008746336,0.48175716,-0.051824976,0.16178845,-0.092243925,-0.213431,-0.063060604,0.009553487,-0.007286941,0.18794177,0.05559097,0.079560764,-0.011991219,0.062799,0.06759718,0.0105246985,0.37044036,0.11179721,-0.13169022,-0.045607712,0.012153659,0.16647205,-0.11385385,-0.2751297,-0.0037589455,0.003630863,-0.034773055,-0.035343237,-0.26585266
Р,0.0049289893,-0.1956707,0.07348776,-0.32414386,0.078068696,-0.0877802,0.5660154,0.15225545,0.082263365,-0.4836487,0.15272574,0.047522888,0.1444894,0.13104919,0.26298147,-0.59107536,-0.030824656,-0.041431274,-0.18053,0.1995425,0.11023619,0.24796239,0.13484283,-0.08365804,0.031609256,-0.020625297,-0.27236304,0.0647407,-0.18675491,-0.019119734,0.4397148,0.0046471437,0.011390842,0.045919824,0.10813242,-0.020530852,-0.4023535,-0.872366,0.029689917,0.20767042,-0.15316139,-0.070650645,-0.16201147,0.069994755,-0.22630464,0.1467891,0.34253418,0.3362341,-0.36014676,0.21592103,-0.2207455,-0.096231356,-0.052851412,0.15576689,0.08791137,-0.32129604,0.5186039,0.12790252,-0.5317376,0.015271053,0.09863191,0.07277075,0.13591339,-0.22219174,0.0856346,0.026024926,0.43086207,0.19642834,0.08941116,-0.09827004,0.1555092,-0.19357955,0.05450841,0.040925223,-0.017578095,-0.10547408,0.05307287,-0.25532612,0.20927313,0.12241184,-0.1281777,0.50368726,0.27756256,0.29574966,-0.12638703,0.080735855,0.32381925,-0.037286006,0.061193794,0.27463987,0.13365014,0.04999452,0.25875682,-0.010757432,-0.28733712,-0.4081845,-0.27223513,-0.36399344,0.04023363,-0.35499737,-0.110909514,-0.3842793,0.012921803,0.18617418,0.19593586,0.15750033,-0.36147657,-0.33914095,0.12443564,-0.10234771,-0.028201027,0.4561586,-0.1534801,0.28652066,-0.009437963,-0.051283557,0.0690987,0.37469226,-0.092620954,-0.15298785,-0.16575046,0.17182115,0.16631867,0.0011669941,-0.24067041,-0.1044961,-0.026718846,-0.28717747,0.47258207,-0.27093843,0.0005800359,-0.27180287,-0.06309222,0.1557829,-0.066887826,0.05535618,-0.43472764,0.18851875,-0.48534057,0.027922334,0.35553646,-0.067766026,0.037813805,0.23113386,-0.22093847,-0.24598788,0.19231704,0.53961474,-0.06961109,-0.3895574,0.030728025,0.13401803,-0.09172675,-0.13664678,0.18133496,-0.14536491,0.17314172,-0.3352585,-0.12509711,0.04205455,0.010375456,-0.24148883,-0.17859986,-0.19697332,0.17169055,0.36406538,0.07607544,0.24963102,0.09531144,0.14856443,0.16944073,0.10744487,-0.33916962,0.13555092,-0.1816804,0.025716227,0.30480894,-0.050224196,-0.23009251,-0.19813254,0.15051867,0.018211553,-0.04182121,0.025247533,-0.021197107,-0.07170403,0.37208813,0.45954412,-0.22128361,-0.28297594,0.24708343,-0.19091961,-0.06574909,-0.071184725,0.21014707,0.35223296,-0.23359352,0.16741392,0.08986961,-0.018261727,-0.11710831,-0.17501596,-0.14072324,0.00095588004,0.2970087,0.11071515,-0.09269226,-0.094515204,-0.18666092,-0.08503361,-0.043262403,0.21434073,-0.28039077,-0.2789703,-0.0641917,-0.035372622,-0.12923774,-0.19054995,-0.20438422,0.19433643,-0.012086203,-0.07296185,0.18067534,-0.015723139,-0.13399723,-0.054276872,0.09375006,0.06827233,0.31493944,0.24191584,-0.13927993,-0.5947147,-0.42281482,-0.062244087,0.1686065,0.017171549,-0.20867966,-0.18210407,-0.019465633,0.06534551,0.15992767,0.21214639,0.2615764,-0.060475085,0.29384267,-0.20998524,-0.121890776,-0.114801005,0.36617002,-0.23929036,-0.3457452,0.40297687,-0.27283078,-0.44125262,0.07049772,0.052973036,0.024700958,0.007956871,0.06135446,0.32477376,0.08189133,0.3816673,0.016016757,0.45673922,-0.53304255,0.122928396,-0.4071413,0.09561077,-0.18011741,0.11291128,0.008721284,-0.054006644,0.9988631,-0.12564468,0.14183684,0.15618914,-0.060539722,0.09606197,0.13616613,-0.065085486,0.26023766,0.059975866,-0.10764271,0.25272387,0.073037505,0.03767784,0.046950508,-0.24378571,0.20265648,0.004809523,0.15779138,-0.0067278887,-0.2529372,0.107844874,0.1688927,0.19003877,0.18240663,0.19320403,-0.08688557,-0.13204512
Е,-0.083736315,-0.13135408,-0.17468467,-0.11757243,0.018407848,0.04671859,0.38597023,0.16275671,0.043181222,-0.5189818,-0.0056428504,0.038590755,0.1910654,0.22483386,0.15503259,-0.36701027,0.10858082,-0.11413911,-0.04653072,-0.04704892,0.14482027,0.24824551,-0.07442695,-0.005550738,0.19943814,-0.03454802,-0.2489052,0.129987,-0.0055217464,0.052287634,-0.011894819,0.043618124,0.031346053,0.3017158,0.10204076,-0.3441007,-0.25356382,-1.0794594,-0.14382333,-0.041780233,0.113008276,-0.0594259,0.00012112139,-0.10180228,-0.33326015,-0.105287746,0.15770689,0.057960726,-0.45021194,-0.21640688,-0.070939444,-0.12882254,-0.20736146,0.23737888,-0.0006319033,-0.22375512,0.03888699,0.10746724,-0.10503288,0.030902699,0.058904726,-0.03013414,0.11242831,-0.37143177,-0.17159434,0.109961234,0.23501436,-0.13747542,0.14810301,-0.10823793,-0.1780883,-0.30750853,0.118576095,0.01684055,-0.072598316,-0.12460581,0.29216412,-0.14793706,0.34716594,0.101224504,-0.41562226,0.3085385,0.20015496,0.13157474,-0.26134193,-0.145711,0.30989993,0.28072265,0.0794101,0.25179777,0.077062,0.03843409,0.36289993,0.033554144,-0.3731572,-0.40289423,-0.22474165,-0.283908,0.19717035,-0.15259129,-0.029682878,-0.44727647,-0.19151345,-0.12205303,0.22114913,-0.011245484,-0.40749022,0.08020379,0.037723415,0.1477349,-0.02461143,0.38488,-0.14541315,0.112778574,-0.28344142,0.12955295,0.017481877,0.1725287,-0.23829928,-0.20166866,0.036951438,0.30062586,-0.11651414,-0.006824953,0.22344968,0.16052495,0.26902908,-0.09645492,0.26509827,0.11786891,0.002816249,0.029894214,-0.18194309,-0.13513684,-0.40523708,-0.00095667085,-0.29655012,-0.143943,-0.41192758,-0.30569792,-0.021061724,0.0068628457,-0.0726316,0.18938088,-0.45148775,-0.2606307,0.08961256,-0.1393793,-0.0511361,-0.76633334,0.15348437,0.028507024,-0.14505525,-0.019598417,0.34871125,-0.31558296,-0.016282724,0.15343502,-0.13588911,-0.083427384,0.018021613,-0.12707317,-0.06028561,0.0017456065,0.2049629,0.107634984,-0.016387776,0.089332744,0.00015914113,0.22891565,0.30354676,-0.0009087774,-0.1474867,-0.08495967,-0.52121085,-0.34310347,-0.29003623,0.14881746,0.13336773,-0.12878767,-0.013816653,-0.13574344,0.026543994,0.02785364,-0.077845685,-0.077296704,0.41914308,0.3004408,-0.109738275,-0.49110287,-0.11429233,-0.30403844,-0.07297229,-0.016018728,0.34639812,0.17722775,-0.3277065,-0.3288789,0.40271387,-0.11605784,-0.09249631,-0.00880933,0.18318775,-0.08260705,0.28251812,-0.03679735,-0.02062536,-0.0008006692,0.109043665,-0.05474304,0.056654077,0.15254527,-0.18007149,-0.10704295,0.011166652,-0.2106968,-0.058326103,-0.15427822,-0.055482104,0.0019140894,-0.1174145,0.31642807,0.055323422,-0.07849352,-0.116735734,0.20134981,0.09797769,0.056932278,0.22944702,0.011680026,0.21564111,-0.4661097,-0.5088858,-0.089546025,0.47774965,-0.05520696,-0.23305394,-0.22523245,0.06550225,0.2361352,0.1994306,-0.30389476,0.13670419,-0.0804263,0.2580137,0.25824675,-0.5752571,-0.07751556,-0.08756864,-0.12290196,-0.3289058,0.37032092,-0.27960467,-0.34115082,-0.14693685,-0.022793166,0.15110675,0.042139687,0.13753493,0.4119297,-0.21065214,0.40085354,-0.0049993326,0.32511467,-0.6710752,0.12328742,-0.43242687,-0.21092494,-0.39812198,-0.22387953,-0.055517048,-0.20787372,0.91303843,-0.01346946,0.2276377,0.023949146,-0.40447277,0.09386935,0.09105754,-0.33973053,0.13047905,0.08163071,0.17998224,0.10133232,0.04526942,-0.15291052,0.10827445,-0.032945037,-0.026619885,-0.14932723,0.3139804,0.16127153,-0.11629078,-0.20031792,-0.0571612,0.10156899,-0.08972315,0.09686282,0.16940841,-0.1043841
Ч,0.058746804,-0.11045208,-0.31560084,-0.11492657,-0.0110509815,0.0591149,0.021492083,0.25958675,0.22698843,-0.43295866,0.0012965705,0.31198144,0.23012786,0.1821415,-0.15596107,0.040122952,0.14128113,-0.05404145,-0.28061163,-0.0383029,0.034143813,0.025786357,-0.1470255,0.10904,0.31076503,0.2611819,-0.017351722,0.3402977,0.03355848,-0.004880385,0.026221205,0.0996476,-0.0074632633,-0.18663906,-0.0119098695,0.31228888,-0.043213617,-0.808082,-0.2434974,-0.31208783,0.0099976575,-0.037245642,0.2671273,0.050236948,-0.2234197,-0.16363572,0.28782588,-0.2387702,-0.37665418,-0.13266315,-0.1925057,-0.1227369,-0.17174347,-0.13929099,0.0224646,-0.15819179,-0.030847823,0.29421905,-0.6427522,0.28723806,-0.16443235,-0.18845566,-0.0005606133,-0.099062,-0.023029972,0.0062480965,0.041049425,0.026426053,0.30876744,-0.090409026,0.18009587,-0.33963233,-0.34163353,-0.13316576,-0.032914776,-0.1306687,0.1274462,-0.23802668,0.31920588,0.005386962,0.037045453,0.39587182,0.18632278,0.19206394,-0.13120845,-0.32484013,0.30500314,-0.42066914,-0.18683152,-0.073843986,0.030601434,0.010737125,0.08898457,-0.07503919,-0.014720536,-0.14158753,-0.44184548,0.09534105,0.12882784,-0.16933656,0.3367625,-0.28396067,-0.04929151,0.018603958,0.012661103,-0.09461508,-0.33959398,-0.24283348,-0.13208272,-0.101736724,-0.00079918205,0.24174303,-0.13886374,0.3311723,-0.06857306,-0.0012974137,-0.13091251,0.5986284,-0.46380633,0.09130178,0.007026166,0.13798374,0.09082317,0.0839897,0.1367983,-0.07060305,-0.11145937,0.32431233,0.26351836,0.044230327,-0.033691272,-0.13072912,-0.13857199,0.14075013,-0.17179751,-0.21348622,-0.23203708,0.12070105,-0.36022678,-0.06964613,-0.15553385,-0.12736969,-0.10021846,0.18123497,-0.4899147,-0.37716642,0.18591326,0.06675465,0.024961637,-0.5003233,0.10244487,0.04631397,-0.08948195,0.12798025,0.23765883,0.04535846,-0.0481663,-0.14288615,-0.029205216,-0.033152476,-0.052279554,-0.15907978,-0.12055045,0.15939148,0.144572,0.23308899,-0.28977343,0.3073504,0.028426632,0.20168713,0.43324938,-0.15716015,-0.09308502,0.1085805,0.15001968,0.015436683,-0.12068057,0.029653365,-0.19223052,-0.21737614,0.0034877944,-0.17718379,0.28713268,0.058399487,0.14893124,-0.12590522,0.18694404,0.42523307,-0.115449354,0.23106886,-0.07370679,0.07224464,0.16289365,-0.024050776,0.24214149,0.1787137,-0.29483363,-0.17945296,-0.1658132,-0.073789366,-0.16971593,0.2135233,0.030781677,0.0192135,-0.0876274,0.5008118,0.073995866,0.23606835,-0.20451935,0.24303259,-0.124418825,0.08474811,-0.047285646,-0.22472797,-0.047156673,0.11032788,-0.5086187,-0.12416156,-0.29057363,0.13651513,-0.29153523,0.2936909,0.24743094,-0.1844948,-0.047682807,0.07543046,0.17837065,0.14534289,-0.14809951,-0.19663219,-0.06811748,-0.29661867,-0.2968376,0.0005933635,0.16764839,0.089502975,0.174422,-0.006224179,0.14013088,0.060013607,0.2242903,0.24484022,0.072968334,0.15175231,0.1300882,-0.12825319,0.03140893,-0.11741755,0.046403993,-0.3019945,-0.35881397,0.340731,-0.106887326,-0.3061666,-0.23198062,0.03950867,0.03975798,0.1451989,-0.079559624,0.20439236,-0.048000026,0.38291985,0.12866695,0.5144583,-0.29257688,-0.22311677,-0.20289966,0.15969476,-0.2678342,0.06323789,0.1142541,-0.010105305,1.1809652,-0.20494254,-0.032589287,-0.09295514,0.088966936,0.019929033,-0.025275648,-0.05661061,0.18482654,-0.2471023,0.12609203,0.4379179,0.22494914,0.28799814,-0.20914929,0.02279817,-0.045682807,0.13041842,-0.016416874,0.2290169,-0.3731824,-0.32902214,-0.14059699,-0.24463567,0.09142928,-0.16733389,0.06309088,-0.03334308
Л,-0.1011221,-0.24048024,-0.17846733,-0.121541165,-0.099930674,0.21381405,0.16013145,0.07319853,0.00022379472,-0.46531177,0.042071827,-0.11712209,0.20648943,0.020462656,-0.003223685,-0.34835163,0.14124806,0.12781896,0.06367734,-0.16614205,0.21813062,0.2733799,-0.08572569,0.034271516,0.02187435,-0.08283321,0.09136209,0.10074579,-0.12559746,0.06925701,0.043247554,-0.0020258396,-0.101898134,-0.079969615,0.05738412,0.10189556,-0.11198253,-1.1486759,-0.13223793,-0.020326152,-0.11884071,0.041915387,0.0052949414,0.15510434,-0.3083802,-0.030157924,0.3971708,-0.026578275,-0.452959,-0.047554646,-0.24674504,0.0029146026,-0.22902408,0.19233039,0.13692802,-0.32622328,-0.12561479,0.21655047,-0.28075653,0.04375965,0.06349582,-0.003313079,0.22947815,-0.30465996,-0.2088163,0.013335212,0.12205575,0.07271425,0.20793012,-0.21771118,-0.0010746756,-0.2828461,0.017960805,-0.09816204,-0.04513039,-0.10581129,0.088326,-0.38364807,0.36018485,0.18428855,-0.34388137,0.31770778,0.3497124,0.1326366,-0.4193339,-0.20648965,0.272635,-0.09750343,-0.050068107,0.07625407,0.04374774,-0.13728221,0.14833477,0.003547462,-0.17623995,-0.25415075,-0.41628474,-0.23064822,0.13374457,-0.43240803,0.052413557,-0.38714042,-0.15948507,0.049544726,0.17199847,-0.05911736,-0.42546085,-0.17841771,0.084614456,-0.039499536,-0.24244815,0.3646366,-0.044353772,-0.027585935,-0.06890195,0.19337049,0.034084044,0.33311108,-0.18588348,-0.23471089,0.08142135,0.32720825,-0.057088673,0.02230636,0.21553047,0.12659211,0.1513753,-0.053699166,0.10000697,-0.01864401,-0.100593165,0.12620232,-0.108268045,-0.058138143,-0.056723166,-0.18831457,-0.46568927,-0.20143975,-0.53255266,-0.05089791,-0.15126932,-0.09559218,0.0044315616,0.2000205,-0.4586698,-0.18320198,0.0921649,0.0705954,-0.06299532,-0.614512,0.22409077,-0.108929895,-0.1080158,-0.0003777469,0.09838337,-0.04067316,0.06282071,-0.027386475,-0.11070373,-0.19958788,0.068414554,-0.053845588,-0.16437128,-0.15335388,0.18663359,0.06275117,0.11998205,0.36764193,0.013025994,0.24464926,0.24264304,-0.09976016,-0.27138624,0.061498903,-0.36502036,-0.07257502,-0.35625473,-0.26079205,-0.025272613,0.15283042,0.1896689,-0.20516467,0.043118212,0.15362003,0.055019137,0.11562468,0.48791188,0.22449756,-0.03403771,-0.7737511,0.12852849,-0.019580636,0.03251999,-0.0017837532,0.23733567,0.3770006,-0.38708335,-0.36641696,0.038280386,-0.13958503,-0.11248448,0.058523476,0.0041465308,-0.20144385,0.10163745,0.045046955,-0.11838215,-0.29040745,0.010107798,-0.080488674,0.0043760096,0.078565784,-0.092624635,-0.088958584,0.07327741,0.0020338236,-0.14232749,-0.066272825,-0.11827469,-0.053901862,-0.12652148,0.24963133,0.262512,-0.051054165,-0.16980276,0.39588344,0.13805597,-0.09092718,0.122275814,0.053110912,-0.108529225,-0.36122403,-0.59351885,-0.2142778,0.6248489,-0.16144614,0.086626805,-0.4164306,0.20290041,-0.17940961,0.09979594,-0.054698456,0.32669157,-0.08040188,0.34274724,-0.15947089,-0.31723824,-0.17759681,-0.1751109,-0.114917316,-0.3800348,0.31950936,-0.15888609,-0.05352528,0.0880221,-0.04594105,0.1258202,0.13910268,0.07162967,0.11190585,-0.11023219,0.4721779,0.055479206,0.25002286,-0.44421855,0.07184386,-0.13337153,-0.13378914,-0.38348716,-0.14966306,-0.010204398,-0.19312726,0.8977985,-0.09587238,0.37846565,0.071144864,-0.15799837,-0.012479591,0.20368584,0.12220131,0.1707837,0.028887479,0.1878609,0.22440316,0.15156588,0.054847963,-0.07703051,-0.0911915,0.039057225,0.0058653,0.31825647,0.06461718,-0.35511196,-0.068308756,-0.0035397874,0.03280071,0.0005254807,-0.09270535,0.18059087,-0.1573975
